alias_address,alias_city,georeferencingString,type
VIA VITTORIO VENETO - VIA PIAVE,MACHERIO,"VIA VITTORIO VENETO - VIA PIAVE, MACHERIO, Monza, Lombardia",POINT
Viale Tre Venezie,MEDA,"Viale Tre Venezie, MEDA, Monza, Lombardia",POINT
VIA SAN GIUSEPPE,MEDA,"VIA SAN GIUSEPPE, MEDA, Monza, Lombardia",POINT
VIA SAN GIUSEPPE,MEDA,"VIA SAN GIUSEPPE, MEDA, Monza, Lombardia",POINT
VIA N. BIXIO,MEDA,"VIA N. BIXIO, MEDA, Monza, Lombardia",POINT
VIA SANTA MARIA,MEDA,"VIA SANTA MARIA, MEDA, Monza, Lombardia",POINT
VIA CIALDINI,MEDA,"VIA CIALDINI, MEDA, Monza, Lombardia",POINT
PIAZZA CAVOUR,MEDA,"PIAZZA CAVOUR, MEDA, Monza, Lombardia",POINT
Via Gagarin,MEDA,"Via Gagarin, MEDA, Monza, Lombardia",POINT
Via Orsini,MEDA,"Via Orsini, MEDA, Monza, Lombardia",POINT
Via Giovanni XXIII,MEDA,"Via Giovanni XXIII, MEDA, Monza, Lombardia",POINT
VIA DE GASPERI,MEDA,"VIA DE GASPERI, MEDA, Monza, Lombardia",POINT
VIALE TRE VENEZIE,MEDA,"VIALE TRE VENEZIE, MEDA, Monza, Lombardia",POINT
"Piazza Municipio, 4",MEDA,"Piazza Municipio, 4, MEDA, Monza, Lombardia",POINT
Via Fratelli Brasca,MEZZAGO,"Via Fratelli Brasca, MEZZAGO, Monza, Lombardia",POINT
Cascina Orobona,MEZZAGO,"Cascina Orobona, MEZZAGO, Monza, Lombardia",POINT
Via Del Pozzo Mezzago,MEZZAGO,"Via Del Pozzo Mezzago, MEZZAGO, Monza, Lombardia",POINT
Via del Pozzo,MEZZAGO,"Via del Pozzo, MEZZAGO, Monza, Lombardia",POINT
Via Roma,MEZZAGO,"Via Roma, MEZZAGO, Monza, Lombardia",POINT
Via Monte Rosa,MISINTO,"Via Monte Rosa, MISINTO, Monza, Lombardia",POINT
Via Mazzini,MISINTO,"Via Mazzini, MISINTO, Monza, Lombardia",POINT
Via Pusterla,MISINTO,"Via Pusterla, MISINTO, Monza, Lombardia",POINT
Via Villa Vergani,MISINTO,"Via Villa Vergani, MISINTO, Monza, Lombardia",POINT
via Maroncelli,MONZA,"via Maroncelli, MONZA, Monza, Lombardia",POINT
via Cremona,MONZA,"via Cremona, MONZA, Monza, Lombardia",POINT
via della Birona,MONZA,"via della Birona, MONZA, Monza, Lombardia",POINT
via Iseo,MONZA,"via Iseo, MONZA, Monza, Lombardia",POINT
Via Pellettier,MONZA,"Via Pellettier, MONZA, Monza, Lombardia",POINT
Via Paisiello,MONZA,"Via Paisiello, MONZA, Monza, Lombardia",POINT
Via S. Fruttuoso,MONZA,"Via S. Fruttuoso, MONZA, Monza, Lombardia",POINT
Via Sant'Alessandro,MONZA,"Via Sant'Alessandro, MONZA, Monza, Lombardia",POINT
"Viale Foscolo, 6",MONZA,"Viale Foscolo, 6, MONZA, Monza, Lombardia",POINT
"Via Mameli, 18",MONZA,"Via Mameli, 18, MONZA, Monza, Lombardia",POINT
Via Volta Alessandro 27,MONZA,"Via Volta Alessandro 27, MONZA, Monza, Lombardia",POINT
"Via Gentili, 20",MONZA,"Via Gentili, 20, MONZA, Monza, Lombardia",POINT
Via Correggio Allegria 40,MONZA,"Via Correggio Allegria 40, MONZA, Monza, Lombardia",POINT
Via Collodi,MONZA,"Via Collodi, MONZA, Monza, Lombardia",POINT
Via Monte Bisbino,MONZA,"Via Monte Bisbino, MONZA, Monza, Lombardia",POINT
via Boito,MONZA,"via Boito, MONZA, Monza, Lombardia",POINT
Via S.Alessandro13,MONZA,"Via S.Alessandro13, MONZA, Monza, Lombardia",POINT
Viale Enrico Fermi 105,MONZA,"Viale Enrico Fermi 105, MONZA, Monza, Lombardia",POINT
"Via Monte Grappa, 1",MONZA,"Via Monte Grappa, 1, MONZA, Monza, Lombardia",POINT
Via Felice Cavallotti,MONZA,"Via Felice Cavallotti, MONZA, Monza, Lombardia",POINT
"Via Caravaggio, 2",MONZA,"Via Caravaggio, 2, MONZA, Monza, Lombardia",POINT
"Via Lario, 45",MONZA,"Via Lario, 45, MONZA, Monza, Lombardia",POINT
Via S.Fruttoso 15,MONZA,"Via S.Fruttoso 15, MONZA, Monza, Lombardia",POINT
Via della Birona,MONZA,"Via della Birona, MONZA, Monza, Lombardia",POINT
Via S. Martino 4,MONZA,"Via S. Martino 4, MONZA, Monza, Lombardia",POINT
"Via Ardigò , 48",MONZA,"Via Ardigò , 48, MONZA, Monza, Lombardia",POINT
Piazza Matteotti,MONZA,"Piazza Matteotti, MONZA, Monza, Lombardia",POINT
Via Bertacchi,MONZA,"Via Bertacchi, MONZA, Monza, Lombardia",POINT
"Via Amudsen, 10",MONZA,"Via Amudsen, 10, MONZA, Monza, Lombardia",POINT
Via Correggio,MONZA,"Via Correggio, MONZA, Monza, Lombardia",POINT
"Via Luca della Robbia, 20",MONZA,"Via Luca della Robbia, 20, MONZA, Monza, Lombardia",POINT
"Via Pacinotti, 1",MONZA,"Via Pacinotti, 1, MONZA, Monza, Lombardia",POINT
Via Sempione 21,MONZA,"Via Sempione 21, MONZA, Monza, Lombardia",POINT
Via della Taccona 16,MONZA,"Via della Taccona 16, MONZA, Monza, Lombardia",POINT
"Via Boccaccio, 1",MONZA,"Via Boccaccio, 1, MONZA, Monza, Lombardia",POINT
Via Marx,MUGGIÒ,"Via Marx, MUGGIÒ, Monza, Lombardia",POINT
Via Casati,MUGGIÒ,"Via Casati, MUGGIÒ, Monza, Lombardia",POINT
VIA SAN CARLO,MUGGIÒ,"VIA SAN CARLO, MUGGIÒ, Monza, Lombardia",POINT
VIA D'AZEGLIO,MUGGIÒ,"VIA D'AZEGLIO, MUGGIÒ, Monza, Lombardia",POINT
"Via Ricostruzione, 3",MUGGIÒ,"Via Ricostruzione, 3, MUGGIÒ, Monza, Lombardia",POINT
"Via Ricostruzione, 3",MUGGIÒ,"Via Ricostruzione, 3, MUGGIÒ, Monza, Lombardia",POINT
Via De Gasperi,MUGGIÒ,"Via De Gasperi, MUGGIÒ, Monza, Lombardia",POINT
Via del Parco,MUGGIÒ,"Via del Parco, MUGGIÒ, Monza, Lombardia",POINT
"Via Montegrappa, 12",MUGGIÒ,"Via Montegrappa, 12, MUGGIÒ, Monza, Lombardia",POINT
Via C. Battisti,MUGGIÒ,"Via C. Battisti, MUGGIÒ, Monza, Lombardia",POINT
"Via Roma, 71, 20835 Muggiò MB, Italia",MUGGIÒ,"Via Roma, 71, 20835 Muggiò MB, Italia, MUGGIÒ, Monza, Lombardia",POINT
VIA ROMA,MUGGIÒ,"VIA ROMA, MUGGIÒ, Monza, Lombardia",POINT
Via Locatelli,NOVA MILANESE,"Via Locatelli, NOVA MILANESE, Monza, Lombardia",POINT
Via Giacomo Brodolini,NOVA MILANESE,"Via Giacomo Brodolini, NOVA MILANESE, Monza, Lombardia",POINT
Via Venezia,NOVA MILANESE,"Via Venezia, NOVA MILANESE, Monza, Lombardia",POINT
Via De Gasperi,NOVA MILANESE,"Via De Gasperi, NOVA MILANESE, Monza, Lombardia",POINT
Via Zara,NOVA MILANESE,"Via Zara, NOVA MILANESE, Monza, Lombardia",POINT
Via Carlo Pisacane,NOVA MILANESE,"Via Carlo Pisacane, NOVA MILANESE, Monza, Lombardia",POINT
Via Novati,NOVA MILANESE,"Via Novati, NOVA MILANESE, Monza, Lombardia",POINT
"Via Giorgio Biondi, 12",NOVA MILANESE,"Via Giorgio Biondi, 12, NOVA MILANESE, Monza, Lombardia",POINT
Via Fiume 28,NOVA MILANESE,"Via Fiume 28, NOVA MILANESE, Monza, Lombardia",POINT
"Via Giuseppe Mazzini, 39",NOVA MILANESE,"Via Giuseppe Mazzini, 39, NOVA MILANESE, Monza, Lombardia",POINT
Via Pietro Verri,ORNAGO,"Via Pietro Verri, ORNAGO, Monza, Lombardia",POINT
Via Cascina Rossino,ORNAGO,"Via Cascina Rossino, ORNAGO, Monza, Lombardia",POINT
"Via A. Moro, 17",ORNAGO,"Via A. Moro, 17, ORNAGO, Monza, Lombardia",POINT
Via Maria Montessori,RENATE,"Via Maria Montessori, RENATE, Monza, Lombardia",POINT
"Via Rimembranze, 23 20838 Renate MB",RENATE,"Via Rimembranze, 23 20838 Renate MB, RENATE, Monza, Lombardia",POINT
Via Alessandro Manzoni,RENATE,"Via Alessandro Manzoni, RENATE, Monza, Lombardia",POINT
"Via Tripoli, 7",RENATE,"Via Tripoli, 7, RENATE, Monza, Lombardia",POINT
Piazza Dante Alighieri,RONCO BRIANTINO,"Piazza Dante Alighieri, RONCO BRIANTINO, Monza, Lombardia",POINT
Via Eligio Brigatti,RONCO BRIANTINO,"Via Eligio Brigatti, RONCO BRIANTINO, Monza, Lombardia",POINT
Via Mandelli,RONCO BRIANTINO,"Via Mandelli, RONCO BRIANTINO, Monza, Lombardia",POINT
"Fontanella Via Cesare Battisti, 19",RONCO BRIANTINO,"Fontanella Via Cesare Battisti, 19, RONCO BRIANTINO, Monza, Lombardia",POINT
"Via Vincenzo Bellini, 3",SEREGNO,"Via Vincenzo Bellini, 3, SEREGNO, Monza, Lombardia",POINT
VIA CORSICA,SEREGNO,"VIA CORSICA, SEREGNO, Monza, Lombardia",POINT
VIA SOLFERINO,SEREGNO,"VIA SOLFERINO, SEREGNO, Monza, Lombardia",POINT
VIA BRIANTINA,SEREGNO,"VIA BRIANTINA, SEREGNO, Monza, Lombardia",POINT
VIA UMBRIA,SEREGNO,"VIA UMBRIA, SEREGNO, Monza, Lombardia",POINT
Via Riccardo Wagner,SEREGNO,"Via Riccardo Wagner, SEREGNO, Monza, Lombardia",POINT
VIA ZARA,SEREGNO,"VIA ZARA, SEREGNO, Monza, Lombardia",POINT
VIA DON ORIONE,SEREGNO,"VIA DON ORIONE, SEREGNO, Monza, Lombardia",POINT
Via Giovanni Pacini,SEREGNO,"Via Giovanni Pacini, SEREGNO, Monza, Lombardia",POINT
VIA ERODOTO,SEREGNO,"VIA ERODOTO, SEREGNO, Monza, Lombardia",POINT
VIA UMBERTO I,SEREGNO,"VIA UMBERTO I, SEREGNO, Monza, Lombardia",POINT
STRADA VICINALE SAN SALVATORE,SEREGNO,"STRADA VICINALE SAN SALVATORE, SEREGNO, Monza, Lombardia",POINT
"Piazzale Cadorna, 3",SEREGNO,"Piazzale Cadorna, 3, SEREGNO, Monza, Lombardia",POINT
Via giovanni Pacini,SEREGNO,"Via giovanni Pacini, SEREGNO, Monza, Lombardia",POINT
VIA MESSINA - VIA COPENAGHEN,SEREGNO,"VIA MESSINA - VIA COPENAGHEN, SEREGNO, Monza, Lombardia",POINT
VIALE TIZIANO,SEREGNO,"VIALE TIZIANO, SEREGNO, Monza, Lombardia",POINT
VIA WAGNER angolo VIA PORADA,SEREGNO,"VIA WAGNER angolo VIA PORADA, SEREGNO, Monza, Lombardia",POINT
"Via Palestro, 33",SEREGNO,"Via Palestro, 33, SEREGNO, Monza, Lombardia",POINT
"Via Reggio, 20831 Seregno MB",SEREGNO,"Via Reggio, 20831 Seregno MB, SEREGNO, Monza, Lombardia",POINT
"Via Antonio Gramsci, 1",SEREGNO,"Via Antonio Gramsci, 1, SEREGNO, Monza, Lombardia",POINT
"Via Verdi Giuseppe, 1",SEREGNO,"Via Verdi Giuseppe, 1, SEREGNO, Monza, Lombardia",POINT
Via Giuseppe Verdi,SEREGNO,"Via Giuseppe Verdi, SEREGNO, Monza, Lombardia",POINT
VIA DON GNOCCHI,SEREGNO,"VIA DON GNOCCHI, SEREGNO, Monza, Lombardia",POINT
VIA VERDI,SEREGNO,"VIA VERDI, SEREGNO, Monza, Lombardia",POINT
"Viale De Gasperi, 2",SEVESO,"Viale De Gasperi, 2, SEVESO, Monza, Lombardia",POINT
VIA TRENTO TRIESTE,SEVESO,"VIA TRENTO TRIESTE, SEVESO, Monza, Lombardia",POINT
CORSO MARCONI,SEVESO,"CORSO MARCONI, SEVESO, Monza, Lombardia",POINT
VIA CIMAROSA,SEVESO,"VIA CIMAROSA, SEVESO, Monza, Lombardia",POINT
Via Mezzera,SEVESO,"Via Mezzera, SEVESO, Monza, Lombardia",POINT
VIA BOVES,SEVESO,"VIA BOVES, SEVESO, Monza, Lombardia",POINT
VIA DEI CASTAGNI (PERCORSO VITA),SEVESO,"VIA DEI CASTAGNI (PERCORSO VITA), SEVESO, Monza, Lombardia",POINT
"Via Antonio Gramsci, 11",SEVESO,"Via Antonio Gramsci, 11, SEVESO, Monza, Lombardia",POINT
"Rimembranze, 1",SEVESO,"Rimembranze, 1, SEVESO, Monza, Lombardia",POINT
"Via Adua, 20822 Seveso MB, Italia",SEVESO,"Via Adua, 20822 Seveso MB, Italia, SEVESO, Monza, Lombardia",POINT
Via De Gasperi,SOVICO,"Via De Gasperi, SOVICO, Monza, Lombardia",POINT
VIA UMBERTO I°,SOVICO,"VIA UMBERTO I°, SOVICO, Monza, Lombardia",POINT
Via Francesco Baracca,SOVICO,"Via Francesco Baracca, SOVICO, Monza, Lombardia",POINT
VIA BRIANZA,SOVICO,"VIA BRIANZA, SOVICO, Monza, Lombardia",POINT
VIA BRIANZA,SOVICO,"VIA BRIANZA, SOVICO, Monza, Lombardia",POINT
Via Madre Laura,SULBIATE,"Via Madre Laura, SULBIATE, Monza, Lombardia",POINT
Piazza Beretta,SULBIATE,"Piazza Beretta, SULBIATE, Monza, Lombardia",POINT
"Via Edmondo de Amicis, 4-14 20884 Sulbiate MB",SULBIATE,"Via Edmondo de Amicis, 4-14 20884 Sulbiate MB, SULBIATE, Monza, Lombardia",POINT
"Via IV Novembre, 20884 Sulbiate MB",SULBIATE,"Via IV Novembre, 20884 Sulbiate MB, SULBIATE, Monza, Lombardia",POINT
Cascina Gianfranco,TRIUGGIO,"Cascina Gianfranco, TRIUGGIO, Monza, Lombardia",POINT
Via 11 Settembre 2001,TRIUGGIO,"Via 11 Settembre 2001, TRIUGGIO, Monza, Lombardia",POINT
Via Stradetta 20844 Triuggio MB,TRIUGGIO,"Via Stradetta 20844 Triuggio MB, TRIUGGIO, Monza, Lombardia",POINT
Via Sant'Ambrogio,TRIUGGIO,"Via Sant'Ambrogio, TRIUGGIO, Monza, Lombardia",POINT
Via Armando Diaz,TRIUGGIO,"Via Armando Diaz, TRIUGGIO, Monza, Lombardia",POINT
Via Monte Faito,TRIUGGIO,"Via Monte Faito, TRIUGGIO, Monza, Lombardia",POINT
Via Kennedy,TRIUGGIO,"Via Kennedy, TRIUGGIO, Monza, Lombardia",POINT
Via Alessandro Volta,USMATE VELATE,"Via Alessandro Volta, USMATE VELATE, Monza, Lombardia",POINT
"Via Roma, 82",USMATE VELATE,"Via Roma, 82, USMATE VELATE, Monza, Lombardia",POINT
Via Gaetano Donizetti,USMATE VELATE,"Via Gaetano Donizetti, USMATE VELATE, Monza, Lombardia",POINT
Via Vittorio Emanuele II,USMATE VELATE,"Via Vittorio Emanuele II, USMATE VELATE, Monza, Lombardia",POINT
Via del Poggio 20865 Dosso MB,USMATE VELATE,"Via del Poggio 20865 Dosso MB, USMATE VELATE, Monza, Lombardia",POINT
Via Gianbattista Tiepolo 20865 Usmate Velate,USMATE VELATE,"Via Gianbattista Tiepolo 20865 Usmate Velate, USMATE VELATE, Monza, Lombardia",POINT
Via Vittorio Emanuele Orlando & Via F. Rebuzzini,VAREDO,"Via Vittorio Emanuele Orlando & Via F. Rebuzzini, VAREDO, Monza, Lombardia",POINT
Via Michelangelo Buonarroti,VAREDO,"Via Michelangelo Buonarroti, VAREDO, Monza, Lombardia",POINT
VIA CIVIDALE,VAREDO,"VIA CIVIDALE, VAREDO, Monza, Lombardia",POINT
VIA KENNEDY,VAREDO,"VIA KENNEDY, VAREDO, Monza, Lombardia",POINT
VIA ROSSINI,VAREDO,"VIA ROSSINI, VAREDO, Monza, Lombardia",POINT
Viale Cimitero,VAREDO,"Viale Cimitero, VAREDO, Monza, Lombardia",POINT
VIA DIAZ,VAREDO,"VIA DIAZ, VAREDO, Monza, Lombardia",POINT
VIA BELLARIA,VAREDO,"VIA BELLARIA, VAREDO, Monza, Lombardia",POINT
Viale Italia,VEDANO AL LAMBRO,"Viale Italia, VEDANO AL LAMBRO, Monza, Lombardia",POINT
"Via Monte Grappa, 20854 Vedano al Lambro MB",VEDANO AL LAMBRO,"Via Monte Grappa, 20854 Vedano al Lambro MB, VEDANO AL LAMBRO, Monza, Lombardia",POINT
"Via Italia, 15",VEDANO AL LAMBRO,"Via Italia, 15, VEDANO AL LAMBRO, Monza, Lombardia",POINT
Via Monti,VEDANO AL LAMBRO,"Via Monti, VEDANO AL LAMBRO, Monza, Lombardia",POINT
Via Rimembranze,VEDANO AL LAMBRO,"Via Rimembranze, VEDANO AL LAMBRO, Monza, Lombardia",POINT
Via Vittorio Veneto,VEDUGGIO CON COLZANO,"Via Vittorio Veneto, VEDUGGIO CON COLZANO, Monza, Lombardia",POINT
Via Alessandro Volta,VEDUGGIO CON COLZANO,"Via Alessandro Volta, VEDUGGIO CON COLZANO, Monza, Lombardia",POINT
VIA REPUBBLICA,VERANO BRIANZA,"VIA REPUBBLICA, VERANO BRIANZA, Monza, Lombardia",POINT
Via Nazario Sauro,VERANO BRIANZA,"Via Nazario Sauro, VERANO BRIANZA, Monza, Lombardia",POINT
VIA DEI MULINI,VERANO BRIANZA,"VIA DEI MULINI, VERANO BRIANZA, Monza, Lombardia",POINT
Via Massarani 4,VERANO BRIANZA,"Via Massarani 4, VERANO BRIANZA, Monza, Lombardia",POINT
VIA VOLTA,VERANO BRIANZA,"VIA VOLTA, VERANO BRIANZA, Monza, Lombardia",POINT
VIA S. GIUSEPPE,VERANO BRIANZA,"VIA S. GIUSEPPE, VERANO BRIANZA, Monza, Lombardia",POINT
VIA MANZONI,VILLASANTA,"VIA MANZONI, VILLASANTA, Monza, Lombardia",POINT
"Via Cavour, 20852 Villasanta MB, Italia",VILLASANTA,"Via Cavour, 20852 Villasanta MB, Italia, VILLASANTA, Monza, Lombardia",POINT
"Via Goffredo Mameli 14, 20852 Villasanta MB, Italia",VILLASANTA,"Via Goffredo Mameli 14, 20852 Villasanta MB, Italia, VILLASANTA, Monza, Lombardia",POINT
"Via Nazario Sauro 1, 20852 Villasanta MB, Italia",VILLASANTA,"Via Nazario Sauro 1, 20852 Villasanta MB, Italia, VILLASANTA, Monza, Lombardia",POINT
"Via Villa Ambrogio, 5",VILLASANTA,"Via Villa Ambrogio, 5, VILLASANTA, Monza, Lombardia",POINT
Via XXIV Maggio,VILLASANTA,"Via XXIV Maggio, VILLASANTA, Monza, Lombardia",POINT
Via Meda,VILLASANTA,"Via Meda, VILLASANTA, Monza, Lombardia",POINT
Via San Francesco,VILLASANTA,"Via San Francesco, VILLASANTA, Monza, Lombardia",POINT
P.zza Europa,VILLASANTA,"P.zza Europa, VILLASANTA, Monza, Lombardia",POINT
Via Cremagnani,VIMERCATE,"Via Cremagnani, VIMERCATE, Monza, Lombardia",POINT
Via Carnia,VIMERCATE,"Via Carnia, VIMERCATE, Monza, Lombardia",POINT
"Via Monte Grappa, 20871 Vimercate MB, Italia",VIMERCATE,"Via Monte Grappa, 20871 Vimercate MB, Italia, VIMERCATE, Monza, Lombardia",POINT
"Via Lecco-Zona Ex IBM, 20871 Vimercate MB, Italia",VIMERCATE,"Via Lecco-Zona Ex IBM, 20871 Vimercate MB, Italia, VIMERCATE, Monza, Lombardia",POINT
"Via Giacomo Matteotti, 20871 Vimercate MB, Italia",VIMERCATE,"Via Giacomo Matteotti, 20871 Vimercate MB, Italia, VIMERCATE, Monza, Lombardia",POINT
"Via Giovanni Berchet, 20871 Vimercate MB, Italia",VIMERCATE,"Via Giovanni Berchet, 20871 Vimercate MB, Italia, VIMERCATE, Monza, Lombardia",POINT
"Via Don Pietro Lualdi, 20871 Vimercate MB, Italia",VIMERCATE,"Via Don Pietro Lualdi, 20871 Vimercate MB, Italia, VIMERCATE, Monza, Lombardia",POINT
"Via Lodovica, 20871 Vimercate MB, Italia",VIMERCATE,"Via Lodovica, 20871 Vimercate MB, Italia, VIMERCATE, Monza, Lombardia",POINT
Piazza Unità d'Italia,VIMERCATE,"Piazza Unità d'Italia, VIMERCATE, Monza, Lombardia",POINT
VIA GALBUSERA,VIMERCATE,"VIA GALBUSERA, VIMERCATE, Monza, Lombardia",POINT
VIA GAETANO DE CASTILLIA,VIMERCATE,"VIA GAETANO DE CASTILLIA, VIMERCATE, Monza, Lombardia",POINT
VIA MASCAGNI,VIMERCATE,"VIA MASCAGNI, VIMERCATE, Monza, Lombardia",POINT
VIA CHIESA,VIMERCATE,"VIA CHIESA, VIMERCATE, Monza, Lombardia",POINT
VIA DON ROSA,VIMERCATE,"VIA DON ROSA, VIMERCATE, Monza, Lombardia",POINT
VIA EINAUDI,VIMERCATE,"VIA EINAUDI, VIMERCATE, Monza, Lombardia",POINT
VIA FIUME,VIMERCATE,"VIA FIUME, VIMERCATE, Monza, Lombardia",POINT
VIA MONTIRONE,VIMERCATE,"VIA MONTIRONE, VIMERCATE, Monza, Lombardia",POINT
Via Po,VIMERCATE,"Via Po, VIMERCATE, Monza, Lombardia",POINT
VIA RIMEMBRANZE,VIMERCATE,"VIA RIMEMBRANZE, VIMERCATE, Monza, Lombardia",POINT
Via Santi Cosma e Damiano,VIMERCATE,"Via Santi Cosma e Damiano, VIMERCATE, Monza, Lombardia",POINT
"Via Galileo Fleming, 20871 Vimercate MB, Italia",VIMERCATE,"Via Galileo Fleming, 20871 Vimercate MB, Italia, VIMERCATE, Monza, Lombardia",POINT
VIA MOTTA ANGOLO FIUME,VIMERCATE,"VIA MOTTA ANGOLO FIUME, VIMERCATE, Monza, Lombardia",POINT
Via Piave,BUSNAGO,"Via Piave, BUSNAGO, Monza, Lombardia",POINT
Via G.Matteotti,BUSNAGO,"Via G.Matteotti, BUSNAGO, Monza, Lombardia",POINT
Via Europa 20874 Busnago MB,BUSNAGO,"Via Europa 20874 Busnago MB, BUSNAGO, Monza, Lombardia",POINT
"Via S. Rocco, 41",BUSNAGO,"Via S. Rocco, 41, BUSNAGO, Monza, Lombardia",POINT
"Via A. Manzoni, 58",BUSNAGO,"Via A. Manzoni, 58, BUSNAGO, Monza, Lombardia",POINT
Parcheggio - Via C.A. Dalla Chiesa,CAPONAGO,"Parcheggio - Via C.A. Dalla Chiesa, CAPONAGO, Monza, Lombardia",POINT
Piazza Sant'Alessandro,CORNATE D'ADDA,"Piazza Sant'Alessandro, CORNATE D'ADDA, Monza, Lombardia",POINT
Via Alessandro Volta,CORNATE D'ADDA,"Via Alessandro Volta, CORNATE D'ADDA, Monza, Lombardia",POINT
Via Villa Paradiso,CORNATE D'ADDA,"Via Villa Paradiso, CORNATE D'ADDA, Monza, Lombardia",POINT
Via Guido Rossa,CORNATE D'ADDA,"Via Guido Rossa, CORNATE D'ADDA, Monza, Lombardia",POINT
Largo Adda / Ang. Enrico Riva,CORNATE D'ADDA,"Largo Adda / Ang. Enrico Riva, CORNATE D'ADDA, Monza, Lombardia",POINT
Via Como,LENTATE SUL SEVESO,"Via Como, LENTATE SUL SEVESO, Monza, Lombardia",POINT
Viale Italia,LENTATE SUL SEVESO,"Viale Italia, LENTATE SUL SEVESO, Monza, Lombardia",POINT
VIA MANZONI,LENTATE SUL SEVESO,"VIA MANZONI, LENTATE SUL SEVESO, Monza, Lombardia",POINT
Via Gorizia,LENTATE SUL SEVESO,"Via Gorizia, LENTATE SUL SEVESO, Monza, Lombardia",POINT
Viale Italia,LENTATE SUL SEVESO,"Viale Italia, LENTATE SUL SEVESO, Monza, Lombardia",POINT
Via Luigi Cadorna,LENTATE SUL SEVESO,"Via Luigi Cadorna, LENTATE SUL SEVESO, Monza, Lombardia",POINT
"Via Monte Generoso, 22",LENTATE SUL SEVESO,"Via Monte Generoso, 22, LENTATE SUL SEVESO, Monza, Lombardia",POINT
Via Rizzoli 1,LENTATE SUL SEVESO,"Via Rizzoli 1, LENTATE SUL SEVESO, Monza, Lombardia",POINT
Via Papa Giovanni XXIII,RONCELLO,"Via Papa Giovanni XXIII, RONCELLO, Monza, Lombardia",POINT
Via V. Locatelli,RONCELLO,"Via V. Locatelli, RONCELLO, Monza, Lombardia",POINT
Via Donizetti 20877 Roncello MB,RONCELLO,"Via Donizetti 20877 Roncello MB, RONCELLO, Monza, Lombardia",POINT
Via Achille Grandi,CABIATE,"Via Achille Grandi, CABIATE, Monza, Lombardia",POINT
VIA ISTRIA,CABIATE,"VIA ISTRIA, CABIATE, Monza, Lombardia",POINT
VIA ALESSANDRO MANZONI,CABIATE,"VIA ALESSANDRO MANZONI, CABIATE, Monza, Lombardia",POINT
VIA GRAMSCI - VIA ALLENDE,CABIATE,"VIA GRAMSCI - VIA ALLENDE, CABIATE, Monza, Lombardia",POINT
Via Achille Grandi,CABIATE,"Via Achille Grandi, CABIATE, Monza, Lombardia",POINT
VIA BUOZZI,CABIATE,"VIA BUOZZI, CABIATE, Monza, Lombardia",POINT
