alias_address,alias_city,geocode,geometry,georeferencingString
VIA ANDREA COSTA,LENTIAI,"Lentiai, Borgo Valbelluna, Belluno, Veneto, Italia","{'type': 'Point', 'coordinates': [12.0109344126145, 46.010094050000006]}",LENTIAI VIA ANDREA COSTA
VIA ANTONIO GUZZO,LENTIAI,"Via Antonio Guzzo, Lentiai, Borgo Valbelluna, Belluno, Veneto, 32035, Italia","{'type': 'Point', 'coordinates': [12.0119365, 46.0436165]}",LENTIAI VIA ANTONIO GUZZO
VIA ANTONIO SOLAGNA,LENTIAI,"Via Antonio Solagna, Lentiai, Borgo Valbelluna, Belluno, Veneto, Italia","{'type': 'Point', 'coordinates': [12.0039697, 46.0324708]}",LENTIAI VIA ANTONIO SOLAGNA
VIA BRUSAFERRO,LENTIAI,"Via Brusaferro, Lentiai, Borgo Valbelluna, Belluno, Veneto, 32035, Italia","{'type': 'Point', 'coordinates': [12.0145671, 46.044822]}",LENTIAI VIA BRUSAFERRO
VIA CAVOUR,LENTIAI,"Via Cavour, Lentiai, Borgo Valbelluna, Belluno, Veneto, 32035, Italia","{'type': 'Point', 'coordinates': [12.0207893, 46.0470414]}",LENTIAI VIA CAVOUR
VIA COL D'ARTENT,LENTIAI,"Via Col D'Artent, Lentiai, Borgo Valbelluna, Belluno, Veneto, 32035, Italia","{'type': 'Point', 'coordinates': [12.0251252, 46.0448003]}",LENTIAI VIA COL D'ARTENT
VIA CRISTO MORO,LENTIAI,"Via Cristo Moro, Lentiai, Borgo Valbelluna, Belluno, Veneto, 32035, Italia","{'type': 'Point', 'coordinates': [12.0309937, 46.040693]}",LENTIAI VIA CRISTO MORO
VIA DANTE ALIGHIERI,LENTIAI,"Via Dante Alighieri, Lentiai, Borgo Valbelluna, Belluno, Veneto, 32035, Italia","{'type': 'Point', 'coordinates': [12.0222966, 46.0459811]}",LENTIAI VIA DANTE ALIGHIERI
LOCALITA' CANALET,LIMANA,"Via Canalet, La Cal, Limana, Belluno, Veneto, 32100, Italia","{'type': 'Point', 'coordinates': [12.1923827, 46.1025862]}",LIMANA  CANALET
LOCALITA' CANE',LIMANA,"Canè, Limana, Belluno, Veneto, 32028, Italia","{'type': 'Point', 'coordinates': [12.1641359, 46.0813786]}",LIMANA  CANE'
LOCALITA' NAVASA,LIMANA,"Col di Navasa, Limana, Belluno, Veneto, 32100, Italia","{'type': 'Point', 'coordinates': [12.2077284, 46.101206]}",LIMANA  NAVASA
LOCALITA' PIEVE DI LIMANA,LIMANA,"Pieve di Limana, Limana, Belluno, Veneto, 32028, Italia","{'type': 'Point', 'coordinates': [12.1447545, 46.0900632]}",LIMANA  PIEVE DI LIMANA
VIA BAORCHE,LIMANA,"Via Baorche, Ricomes, Limana, Belluno, Veneto, 32028, Italia","{'type': 'Point', 'coordinates': [12.1819677, 46.0961928]}",LIMANA VIA BAORCHE
VIA BRUNO CARLIN,LIMANA,"Via Bruno Carlin, Pieve di Limana, Limana, Belluno, Veneto, 32028, Italia","{'type': 'Point', 'coordinates': [12.1531949, 46.0918375]}",LIMANA VIA BRUNO CARLIN
VIA CALCINE,LIMANA,"Via Calcine, Polentes, Limana, Belluno, Veneto, 32028, Italia","{'type': 'Point', 'coordinates': [12.1841419, 46.0904608]}",LIMANA VIA CALCINE
VIA CANE' CENTRO,LIMANA,"Via Canè, Refos, Limana, Belluno, Veneto, 32028, Italia","{'type': 'Point', 'coordinates': [12.1608549, 46.0831263]}",LIMANA VIA CANE' CENTRO
VIA CENTORE,LIMANA,"Via Centore, Refos, Limana, Belluno, Veneto, 32028, Italia","{'type': 'Point', 'coordinates': [12.1644732, 46.0877575]}",LIMANA VIA CENTORE
VIA CERESERA,LIMANA,"Via Ceresera, Limana, Belluno, Veneto, Italia","{'type': 'Point', 'coordinates': [12.2357436, 46.0859267]}",LIMANA VIA CERESERA
VIA CESA,LIMANA,"Via Cesa, Cesa, Limana, Belluno, Veneto, 32028, Italia","{'type': 'Point', 'coordinates': [12.1564112, 46.1019992]}",LIMANA VIA CESA
VIA COMUNI GEMELLATI,LIMANA,"Via Comuni Gemellati, La Cal, Limana, Belluno, Veneto, 32100, Italia","{'type': 'Point', 'coordinates': [12.1848433, 46.1028831]}",LIMANA VIA COMUNI GEMELLATI
VIA CROS,LIMANA,"Via Cros, Polentes, Limana, Belluno, Veneto, 32028, Italia","{'type': 'Point', 'coordinates': [12.187473, 46.0801937]}",LIMANA VIA CROS
VIA DANTE ALIGHIERI,LIMANA,"Via Dante Alighieri, Ricomes, Limana, Belluno, Veneto, Italia","{'type': 'Point', 'coordinates': [12.1808872, 46.0982159]}",LIMANA VIA DANTE ALIGHIERI
VIA DEGLI ALPINI,LIMANA,"Via degli Alpini, Cesa, Limana, Belluno, Veneto, 32028, Italia","{'type': 'Point', 'coordinates': [12.1590572, 46.0987425]}",LIMANA VIA DEGLI ALPINI
VIA DEGLI EMIGRANTI,LIMANA,"Via degli Emigranti, Ricomes, Limana, Belluno, Veneto, 32028, Italia","{'type': 'Point', 'coordinates': [12.1697884, 46.0953988]}",LIMANA VIA DEGLI EMIGRANTI
VIA G. ZANIVAN,LIMANA,"Via Zanivan, Ricomes, Limana, Belluno, Veneto, 32028, Italia","{'type': 'Point', 'coordinates': [12.1789982, 46.0974225]}",LIMANA VIA G. ZANIVAN
LOCALITA' ARABBA,LIVINALLONGO DEL COL DI LANA,"Arabba, Pallua, Livinallongo del Col di Lana, Belluno, Veneto, Italia","{'type': 'Point', 'coordinates': [11.867735673490373, 46.49217515]}",LIVINALLONGO DEL COL DI LANA  ARABBA
LOCALITA' BURZ,LIVINALLONGO DEL COL DI LANA,"Burz, SR48, Pallua, Livinallongo del Col di Lana, Belluno, Veneto, Italia","{'type': 'Point', 'coordinates': [11.8607991, 46.4997284]}",LIVINALLONGO DEL COL DI LANA  BURZ
LOCALITA' PRECUMON,LIVINALLONGO DEL COL DI LANA,"Via Precumon, Pallua, Livinallongo del Col di Lana, Belluno, Veneto, Italia","{'type': 'Point', 'coordinates': [11.8699047, 46.4958163]}",LIVINALLONGO DEL COL DI LANA  PRECUMON
VIA AGAI,LIVINALLONGO DEL COL DI LANA,"Agai, Livinallongo del Col di Lana, Belluno, Veneto, Italia","{'type': 'Point', 'coordinates': [11.976873, 46.4846942]}",LIVINALLONGO DEL COL DI LANA VIA AGAI
VIA ALFAURO,LIVINALLONGO DEL COL DI LANA,"Alfauro, Livinallongo del Col di Lana, Belluno, Veneto, 32023, Italia","{'type': 'Point', 'coordinates': [11.8956551, 46.4983412]}",LIVINALLONGO DEL COL DI LANA VIA ALFAURO
VIA ANDRAZ,LIVINALLONGO DEL COL DI LANA,"Andraz, Livinallongo del Col di Lana, Belluno, Veneto, Italia","{'type': 'Point', 'coordinates': [11.9839266, 46.4836488]}",LIVINALLONGO DEL COL DI LANA VIA ANDRAZ
VIA BOE',LIVINALLONGO DEL COL DI LANA,"Boé, Livinallongo del Col di Lana, Belluno, Veneto, 39033, Italia","{'type': 'Point', 'coordinates': [11.8606072, 46.5054582]}",LIVINALLONGO DEL COL DI LANA VIA BOE'
VIA BRENTA,LIVINALLONGO DEL COL DI LANA,"Brenta, Livinallongo del Col di Lana, Belluno, Veneto, Italia","{'type': 'Point', 'coordinates': [11.945901, 46.4860155]}",LIVINALLONGO DEL COL DI LANA VIA BRENTA
VIA CASTELLO,LIVINALLONGO DEL COL DI LANA,"Castello, Livinallongo del Col di Lana, Belluno, Veneto, Italia","{'type': 'Point', 'coordinates': [11.9876309, 46.5038345]}",LIVINALLONGO DEL COL DI LANA VIA CASTELLO
VIA CERNADOI,LIVINALLONGO DEL COL DI LANA,"Cernadoi, Livinallongo del Col di Lana, Belluno, Veneto, Italia","{'type': 'Point', 'coordinates': [11.9880736, 46.4883547]}",LIVINALLONGO DEL COL DI LANA VIA CERNADOI
VIA CHERZ,LIVINALLONGO DEL COL DI LANA,"Cherz, Livinallongo del Col di Lana, Belluno, Veneto, Italia","{'type': 'Point', 'coordinates': [11.8847157, 46.5166435]}",LIVINALLONGO DEL COL DI LANA VIA CHERZ
VIA COL DI LARZONEI,LIVINALLONGO DEL COL DI LANA,"Còl de Larcionei - Col di Larzonei, Livinallongo del Col di Lana, Belluno, Veneto, 32022, Italia","{'type': 'Point', 'coordinates': [11.9924701, 46.4653324]}",LIVINALLONGO DEL COL DI LANA VIA COL DI LARZONEI
VIA COLLAZ,LIVINALLONGO DEL COL DI LANA,"Collaz, Livinallongo del Col di Lana, Belluno, Veneto, Italia","{'type': 'Point', 'coordinates': [11.9793668, 46.4639138]}",LIVINALLONGO DEL COL DI LANA VIA COLLAZ
VIA CONTRIN,LIVINALLONGO DEL COL DI LANA,"Contrin, Livinallongo del Col di Lana, Belluno, Veneto, Italia","{'type': 'Point', 'coordinates': [11.9225266, 46.5057512]}",LIVINALLONGO DEL COL DI LANA VIA CONTRIN
VIA CORTE,LIVINALLONGO DEL COL DI LANA,"Corte, Livinallongo del Col di Lana, Belluno, Veneto, Italia","{'type': 'Point', 'coordinates': [11.9275482, 46.4974171]}",LIVINALLONGO DEL COL DI LANA VIA CORTE
VIA CREPAZ,LIVINALLONGO DEL COL DI LANA,"Crepaz, Livinallongo del Col di Lana, Belluno, Veneto, Italia","{'type': 'Point', 'coordinates': [11.9110008, 46.512081]}",LIVINALLONGO DEL COL DI LANA VIA CREPAZ
VIA DAVEDINO,LIVINALLONGO DEL COL DI LANA,"Davedino, Livinallongo del Col di Lana, Belluno, Veneto, 32023, Italia","{'type': 'Point', 'coordinates': [11.937445, 46.4676895]}",LIVINALLONGO DEL COL DI LANA VIA DAVEDINO
VIA FEDERA,LIVINALLONGO DEL COL DI LANA,"Fedèra, Livinallongo del Col di Lana, Belluno, Veneto, Italia","{'type': 'Point', 'coordinates': [11.9296852, 46.4957335]}",LIVINALLONGO DEL COL DI LANA VIA FEDERA
VIA FOPPA,LIVINALLONGO DEL COL DI LANA,"Foppa, Livinallongo del Col di Lana, Belluno, Veneto, Italia","{'type': 'Point', 'coordinates': [11.9547449, 46.4785532]}",LIVINALLONGO DEL COL DI LANA VIA FOPPA
VIA FOSSAL,LIVINALLONGO DEL COL DI LANA,"Fossal, Livinallongo del Col di Lana, Belluno, Veneto, Italia","{'type': 'Point', 'coordinates': [11.9110194, 46.4963541]}",LIVINALLONGO DEL COL DI LANA VIA FOSSAL
VIA FREINE,LIVINALLONGO DEL COL DI LANA,"Via Freine, Varda, Livinallongo del Col di Lana, Belluno, Veneto, Italia","{'type': 'Point', 'coordinates': [11.8768725, 46.4978062]}",LIVINALLONGO DEL COL DI LANA VIA FREINE
VIA LA VIZA,LIVINALLONGO DEL COL DI LANA,"Rifugio La Viza, SI, Varda, Livinallongo del Col di Lana, Pustertal - Val Pusteria, Belluno, Trentino-Alto Adige/Südtirol, 39033, Italia","{'type': 'Point', 'coordinates': [11.906245916580465, 46.51615285]}",LIVINALLONGO DEL COL DI LANA VIA LA VIZA
FRAZIONE OLANTREGHE,LONGARONE,"Olantreghe, Longarone, Belluno, Veneto, 32013, Italia","{'type': 'Point', 'coordinates': [12.3024653, 46.2910269]}",LONGARONE  OLANTREGHE
LA TIORA,LONGARONE,"La Tiora, Longarone, Belluno, Veneto, 32013, Italia","{'type': 'Point', 'coordinates': [12.3003745, 46.2873451]}",LONGARONE LA TIORA
LOCALITA' LE VAL,LONGARONE,"Le Val, Longarone, Belluno, Veneto, 32013, Italia","{'type': 'Point', 'coordinates': [12.2747662, 46.2664804]}",LONGARONE  LE VAL
LOCALITA' MALCOLM,LONGARONE,"Ponte Malcolm, Olantreghe, Longarone, Belluno, Veneto, 32013, Italia","{'type': 'Point', 'coordinates': [12.3081951, 46.280777]}",LONGARONE  MALCOLM
LOCALITA' PASCOLI,LONGARONE,"Via dei Pascoli, Pirago, Dogna, Longarone, Belluno, Veneto, 32013, Italia","{'type': 'Point', 'coordinates': [12.3119822, 46.2735678]}",LONGARONE  PASCOLI
PIAZZA DELLA FONTANA,LONGARONE,"Piazza della Fontana, Olantreghe, Longarone, Belluno, Veneto, Italia","{'type': 'Point', 'coordinates': [12.308154480346385, 46.28410495]}",LONGARONE PIAZZA DELLA FONTANA
PIAZZA GONZAGA,LONGARONE,"Piazza Pietro Gonzaga, Piazza 9 ottobre 1963, Pirago, Dogna, Longarone, Belluno, Veneto, Italia","{'type': 'Point', 'coordinates': [12.30074965, 46.26687095]}",LONGARONE PIAZZA GONZAGA
PIAZZA MARTIRI DELLA LIBERTA',LONGARONE,"Piazza Martiri della Libertà, Pirago, Podenzoi, Longarone, Belluno, Veneto, Italia","{'type': 'Point', 'coordinates': [12.29969097369938, 46.2661769]}",LONGARONE PIAZZA MARTIRI DELLA LIBERTA'
PIAZZA UMBERTO I,LONGARONE,"Piazza Umberto I, Pirago, Podenzoi, Longarone, Belluno, Veneto, Italia","{'type': 'Point', 'coordinates': [12.300237465846465, 46.26805325]}",LONGARONE PIAZZA UMBERTO I
PIAZZETTA SARTORI,LONGARONE,"Piazzetta Sartori, Pirago, Podenzoi, Longarone, Belluno, Veneto, Italia","{'type': 'Point', 'coordinates': [12.29993053875, 46.26769555]}",LONGARONE PIAZZETTA SARTORI
PIAZZETTA STEFANI,LONGARONE,"Piazzetta Stefani, Pirago, Dogna, Longarone, Belluno, Veneto, Italia","{'type': 'Point', 'coordinates': [12.299543853099205, 46.26564705]}",LONGARONE PIAZZETTA STEFANI
LOCALITA' MIRABELLO,LORENZAGO DI CADORE,"Castello Mirabello, Tambar-Col de Pupere, Lorenzago di Cadore, Belluno, Veneto, 32040, Italia","{'type': 'Point', 'coordinates': [12.4699638, 46.4768145]}",LORENZAGO DI CADORE  MIRABELLO
LOCALITA' PIAN DE SEMBOLE,LORENZAGO DI CADORE,"Pian de Sembole, Lorenzago di Cadore, Belluno, Veneto, 32040, Italia","{'type': 'Point', 'coordinates': [12.4616551, 46.4712432]}",LORENZAGO DI CADORE  PIAN DE SEMBOLE
PIAZZA CALVI,LORENZAGO DI CADORE,"Piazza Calvi, Lorenzago di Cadore, Belluno, Veneto, Italia","{'type': 'Point', 'coordinates': [12.458095994837837, 46.4802373]}",LORENZAGO DI CADORE PIAZZA CALVI
PIAZZA IV NOVEMBRE,LORENZAGO DI CADORE,"Piazza IV NOVEMBRE, Lorenzago di Cadore, Belluno, Veneto, Italia","{'type': 'Point', 'coordinates': [12.459355801261262, 46.4798142]}",LORENZAGO DI CADORE PIAZZA IV NOVEMBRE
VIA CENTA,LORENZAGO DI CADORE,"Via Centa, Lorenzago di Cadore, Belluno, Veneto, 32040, Italia","{'type': 'Point', 'coordinates': [12.4571938, 46.4806146]}",LORENZAGO DI CADORE VIA CENTA
VIA CIARE,LORENZAGO DI CADORE,"Via Ciare, Lorenzago di Cadore, Belluno, Veneto, Italia","{'type': 'Point', 'coordinates': [12.460867, 46.4775571]}",LORENZAGO DI CADORE VIA CIARE
VIA COSTA,LORENZAGO DI CADORE,"Via Costa, Lorenzago di Cadore, Belluno, Veneto, 32040, Italia","{'type': 'Point', 'coordinates': [12.4583753, 46.4791278]}",LORENZAGO DI CADORE VIA COSTA
VIA COSTOLA,LORENZAGO DI CADORE,"Via Costola, Lorenzago di Cadore, Belluno, Veneto, 32040, Italia","{'type': 'Point', 'coordinates': [12.4582725, 46.4812762]}",LORENZAGO DI CADORE VIA COSTOLA
VIA DEL LAGO,LORENZAGO DI CADORE,"Via Del Lago, Lorenzago di Cadore, Belluno, Veneto, 32040, Italia","{'type': 'Point', 'coordinates': [12.4551068, 46.4794798]}",LORENZAGO DI CADORE VIA DEL LAGO
VIA DERA,LORENZAGO DI CADORE,"Via Dera, Lorenzago di Cadore, Belluno, Veneto, 32040, Italia","{'type': 'Point', 'coordinates': [12.4552906, 46.4781312]}",LORENZAGO DI CADORE VIA DERA
VIA FAUREANA,LORENZAGO DI CADORE,"Via Faureana, Lorenzago di Cadore, Belluno, Veneto, 32040, Italia","{'type': 'Point', 'coordinates': [12.4598659, 46.4796194]}",LORENZAGO DI CADORE VIA FAUREANA
VIA G. CADORIN,LORENZAGO DI CADORE,"Via G. Cadorin, Lorenzago di Cadore, Belluno, Veneto, 32040, Italia","{'type': 'Point', 'coordinates': [12.4609211, 46.4799001]}",LORENZAGO DI CADORE VIA G. CADORIN
VIA G. MARCONI,LORENZAGO DI CADORE,"Via G. Marconi, Lorenzago di Cadore, Belluno, Veneto, 32040, Italia","{'type': 'Point', 'coordinates': [12.4588473, 46.4790589]}",LORENZAGO DI CADORE VIA G. MARCONI
VIA GIAVA,LORENZAGO DI CADORE,"Via Giava, Lorenzago di Cadore, Belluno, Veneto, 32040, Italia","{'type': 'Point', 'coordinates': [12.4578214, 46.4826026]}",LORENZAGO DI CADORE VIA GIAVA
VIA MONTEONA,LORENZAGO DI CADORE,"Via Monteona, Lorenzago di Cadore, Belluno, Veneto, 32040, Italia","{'type': 'Point', 'coordinates': [12.4622063, 46.4811662]}",LORENZAGO DI CADORE VIA MONTEONA
VIA PECOL,LORENZAGO DI CADORE,"Via Pecol, Lorenzago di Cadore, Belluno, Veneto, 32040, Italia","{'type': 'Point', 'coordinates': [12.4621115, 46.4805108]}",LORENZAGO DI CADORE VIA PECOL
VIA PIATE,LORENZAGO DI CADORE,"Via Piate, Lorenzago di Cadore, Belluno, Veneto, 32040, Italia","{'type': 'Point', 'coordinates': [12.4607115, 46.4813184]}",LORENZAGO DI CADORE VIA PIATE
VIA RAMAIO',LORENZAGO DI CADORE,"Via Ramaiò, Lorenzago di Cadore, Belluno, Veneto, 32040, Italia","{'type': 'Point', 'coordinates': [12.4621071, 46.4758388]}",LORENZAGO DI CADORE VIA RAMAIO'
VIA RIVA,LORENZAGO DI CADORE,"Via Riva, Lorenzago di Cadore, Belluno, Veneto, 32040, Italia","{'type': 'Point', 'coordinates': [12.4592061, 46.4790649]}",LORENZAGO DI CADORE VIA RIVA
VIA RIVADO',LORENZAGO DI CADORE,"Via Rivadò, Lorenzago di Cadore, Belluno, Veneto, 32040, Italia","{'type': 'Point', 'coordinates': [12.4616673, 46.4786281]}",LORENZAGO DI CADORE VIA RIVADO'
LOCALITA' COSTA,LOZZO DI CADORE,"Costa, Lozzo di Cadore, Belluno, Veneto, 32040, Italia","{'type': 'Point', 'coordinates': [12.4406062, 46.4887479]}",LOZZO DI CADORE  COSTA
PIAZZA TIZIANO VECELLIO,LOZZO DI CADORE,"Piazza Tiziano Vecellio, Lozzo di Cadore, Belluno, Veneto, 32040, Italia","{'type': 'Point', 'coordinates': [12.4413227, 46.4841802]}",LOZZO DI CADORE PIAZZA TIZIANO VECELLIO
VIA BRODEVIN,LOZZO DI CADORE,"Via Brodevin, Lozzo di Cadore, Belluno, Veneto, 32040, Italia","{'type': 'Point', 'coordinates': [12.4409293, 46.4862659]}",LOZZO DI CADORE VIA BRODEVIN
VIA BROILO,LOZZO DI CADORE,"Via Broilo, Lozzo di Cadore, Belluno, Veneto, 32040, Italia","{'type': 'Point', 'coordinates': [12.4423151, 46.4839761]}",LOZZO DI CADORE VIA BROILO
VIA CAPITEL,LOZZO DI CADORE,"Via Capitel, Lozzo di Cadore, Belluno, Veneto, 32040, Italia","{'type': 'Point', 'coordinates': [12.443916, 46.4880932]}",LOZZO DI CADORE VIA CAPITEL
VIA COL VIDAL,LOZZO DI CADORE,"Via Col Vidal, Lozzo di Cadore, Belluno, Veneto, 32040, Italia","{'type': 'Point', 'coordinates': [12.4478151, 46.4902669]}",LOZZO DI CADORE VIA COL VIDAL
VIA DA RIN,LOZZO DI CADORE,"Via Da Rin, Lozzo di Cadore, Belluno, Veneto, 32040, Italia","{'type': 'Point', 'coordinates': [12.4393122, 46.4868039]}",LOZZO DI CADORE VIA DA RIN
VIA DANTE ALIGHIERI,LOZZO DI CADORE,"Via Dante Alighieri, Lozzo di Cadore, Belluno, Veneto, 32040, Italia","{'type': 'Point', 'coordinates': [12.4456377, 46.486695]}",LOZZO DI CADORE VIA DANTE ALIGHIERI
VIA DEI VECCHI MULINI,LOZZO DI CADORE,"Via dei Vecchi Mulini, Lozzo di Cadore, Belluno, Veneto, 32040, Italia","{'type': 'Point', 'coordinates': [12.4400503, 46.4863625]}",LOZZO DI CADORE VIA DEI VECCHI MULINI
VIA GIOUDA,LOZZO DI CADORE,"Via Giouda, Lozzo di Cadore, Belluno, Veneto, 32040, Italia","{'type': 'Point', 'coordinates': [12.4459815, 46.4853139]}",LOZZO DI CADORE VIA GIOUDA
VIA LORETO,LOZZO DI CADORE,"Via Loreto, Lozzo di Cadore, Belluno, Veneto, 32040, Italia","{'type': 'Point', 'coordinates': [12.4425719, 46.4864892]}",LOZZO DI CADORE VIA LORETO
VIA MARMAROLE,LOZZO DI CADORE,"Via Marmarole, Lozzo di Cadore, Belluno, Veneto, 32040, Italia","{'type': 'Point', 'coordinates': [12.4424851, 46.4862937]}",LOZZO DI CADORE VIA MARMAROLE
VIA MILANO,LOZZO DI CADORE,"Via Milano, Lozzo di Cadore, Belluno, Veneto, 32040, Italia","{'type': 'Point', 'coordinates': [12.4426971, 46.4849734]}",LOZZO DI CADORE VIA MILANO
VIA PADRE MARINO,LOZZO DI CADORE,"Via Padre Marino, Lozzo di Cadore, Belluno, Veneto, 32040, Italia","{'type': 'Point', 'coordinates': [12.4407003, 46.4861105]}",LOZZO DI CADORE VIA PADRE MARINO
VIA PIAVE,LOZZO DI CADORE,"Via Piave, Lozzo di Cadore, Belluno, Veneto, 32040, Italia","{'type': 'Point', 'coordinates': [12.4449968, 46.4830899]}",LOZZO DI CADORE VIA PIAVE
VIA ROMA,LOZZO DI CADORE,"Via Roma, Lozzo di Cadore, Belluno, Veneto, 32040, Italia","{'type': 'Point', 'coordinates': [12.4406535, 46.483966]}",LOZZO DI CADORE VIA ROMA
VIA RONZIE,LOZZO DI CADORE,"Via Ronzie, Lozzo di Cadore, Belluno, Veneto, 32040, Italia","{'type': 'Point', 'coordinates': [12.4410474, 46.4836583]}",LOZZO DI CADORE VIA RONZIE
VIA SAN ROCCO,LOZZO DI CADORE,"Via San Rocco, Lozzo di Cadore, Belluno, Veneto, 32040, Italia","{'type': 'Point', 'coordinates': [12.4382728, 46.4872352]}",LOZZO DI CADORE VIA SAN ROCCO
VIA TRIESTE,LOZZO DI CADORE,"Via Trieste, Lozzo di Cadore, Belluno, Veneto, 32040, Italia","{'type': 'Point', 'coordinates': [12.4416005, 46.485426]}",LOZZO DI CADORE VIA TRIESTE
VIA VENEZIA,LOZZO DI CADORE,"Via Venezia, Lozzo di Cadore, Belluno, Veneto, 32040, Italia","{'type': 'Point', 'coordinates': [12.4421719, 46.485506]}",LOZZO DI CADORE VIA VENEZIA
VIA VITTORIO VENETO,LOZZO DI CADORE,"Via Vittorio Veneto, Lozzo di Cadore, Belluno, Veneto, 32040, Italia","{'type': 'Point', 'coordinates': [12.4423866, 46.4841104]}",LOZZO DI CADORE VIA VITTORIO VENETO
VIALE DEI MISSIONARI,LOZZO DI CADORE,"Viale dei Missionari, Lozzo di Cadore, Belluno, Veneto, Italia","{'type': 'Point', 'coordinates': [12.448112081018312, 46.4894771]}",LOZZO DI CADORE VIALE DEI MISSIONARI
FRAZIONE PARECH,AGORDO,,,AGORDO  PARECH
LOCALITA' CAMPON,AGORDO,,,AGORDO  CAMPON
LOCALITA' CERAMASSE,AGORDO,,,AGORDO  CERAMASSE
LOCALITA' FOCHE,AGORDO,,,AGORDO  FOCHE
LOCALITA' MISSIAGA,AGORDO,,,AGORDO  MISSIAGA
LOCALITA' MOGN,AGORDO,,,AGORDO  MOGN
LOCALITA' NAGOL,AGORDO,,,AGORDO  NAGOL
LOCALITA' PIANIZZE,AGORDO,,,AGORDO  PIANIZZE
LOCALITA' PONTE ALTO,AGORDO,,,AGORDO  PONTE ALTO
CORSO TRIESTE,ALLEGHE,,,ALLEGHE CORSO TRIESTE
PIAZZA J.F. KENNEDY,ALLEGHE,,,ALLEGHE PIAZZA J.F. KENNEDY
PIAZZA OTTAVIO DOGLIANI,ALLEGHE,,,ALLEGHE PIAZZA OTTAVIO DOGLIANI
PIAZZA VECCHIA,ALLEGHE,,,ALLEGHE PIAZZA VECCHIA
VIA A. DE GASPERI,ALLEGHE,,,ALLEGHE VIA A. DE GASPERI
VIA ANTONIO STOPPANI,ALLEGHE,,,ALLEGHE VIA ANTONIO STOPPANI
VIA CASARIL,ALLEGHE,,,ALLEGHE VIA CASARIL
VIA COL DI LANA,ALLEGHE,,,ALLEGHE VIA COL DI LANA
VIA COLDEFONTANA,ALLEGHE,,,ALLEGHE VIA COLDEFONTANA
VIA DELLA PACE,ALLEGHE,,,ALLEGHE VIA DELLA PACE
VIA DELLE SCUOLE,ALLEGHE,,,ALLEGHE VIA DELLE SCUOLE
VIA G. CARDUCCI,ALLEGHE,,,ALLEGHE VIA G. CARDUCCI
VIA G. PASCOLI,ALLEGHE,,,ALLEGHE VIA G. PASCOLI
VIA LAGUSELLO,ALLEGHE,,,ALLEGHE VIA LAGUSELLO
VIA LUNGOLAGO,ALLEGHE,,,ALLEGHE VIA LUNGOLAGO
VIA MARMOLADA,ALLEGHE,,,ALLEGHE VIA MARMOLADA
BORGO S. NICOLO' - GARNA,ALPAGO,,,ALPAGO BORGO S. NICOLO' - GARNA
FRAZIONE S.CROCE - LASTRA,ALPAGO,,,ALPAGO  S.CROCE - LASTRA
LOCALITA' BASSAN,ALPAGO,,,ALPAGO  BASSAN
LOCALITA' BERNARDET,ALPAGO,,,ALPAGO  BERNARDET
LOCALITA' BORGA,ALPAGO,,,ALPAGO  BORGA
LOCALITA' BUTAZ,ALPAGO,,,ALPAGO  BUTAZ
LOCALITA' CAROTA - PLOIS,ALPAGO,,,ALPAGO  CAROTA - PLOIS
LOCALITA' COL DE VI,ALPAGO,,,ALPAGO  COL DE VI
LOCALITA' CORDELE,ALPAGO,,,ALPAGO  CORDELE
LOCALITA' COSSOTAI,ALPAGO,,,ALPAGO  COSSOTAI
LOCALITA' COSTELLA,ALPAGO,,,ALPAGO  COSTELLA
LOCALITA' FALISETTA,ALPAGO,,,ALPAGO  FALISETTA
LOCALITA' FOSSA,ALPAGO,,,ALPAGO  FOSSA
LOCALITA' GNOLA,ALPAGO,,,ALPAGO  GNOLA
LOCALITA' I MAS,ALPAGO,,,ALPAGO  I MAS
LOCALITA' LA RIVA,ALPAGO,,,ALPAGO  LA RIVA
LOCALITA' LA STORTA,ALPAGO,,,ALPAGO  LA STORTA
LOCALITA' LONGARAZZA,ALPAGO,,,ALPAGO  LONGARAZZA
LOCALITA' MALOLT,ALPAGO,,,ALPAGO  MALOLT
LOCALITA' MEDELE,ALPAGO,,,ALPAGO  MEDELE
BORGO SAN GIUSTO,ARSIE',,,ARSIE' BORGO SAN GIUSTO
LOC. FORNACI-MELLAME,ARSIE',,,ARSIE' LOC. FORNACI-MELLAME
PIAZZA CESCATO,ARSIE',,,ARSIE' PIAZZA CESCATO
PIAZZA G. MARCONI,ARSIE',,,ARSIE' PIAZZA G. MARCONI
PIAZZA SAN ANTONIO,ARSIE',,,ARSIE' PIAZZA SAN ANTONIO
PIAZZETTA D. ORSI,ARSIE',,,ARSIE' PIAZZETTA D. ORSI
VIA A. DIAZ,ARSIE',,,ARSIE' VIA A. DIAZ
VIA BARBARIGO,ARSIE',,,ARSIE' VIA BARBARIGO
VIA BELVEDERE,ARSIE',,,ARSIE' VIA BELVEDERE
VIA BORGOFORTE,ARSIE',,,ARSIE' VIA BORGOFORTE
VIA CASTELLIR,ARSIE',,,ARSIE' VIA CASTELLIR
VIA CAVOUR,ARSIE',,,ARSIE' VIA CAVOUR
BORGO RIO MURI,AURONZO DI CADORE,,,AURONZO DI CADORE BORGO RIO MURI
BORGO ZANDEGIACOMO,AURONZO DI CADORE,,,AURONZO DI CADORE BORGO ZANDEGIACOMO
